brand,category,price,product_id,thumbnail_url,url,was_price
HItachi,Large Appliances,"SAR2,849",PS-1700FJ,https://blackbox.com.sa/media/catalog/product/cache/0a223e35cc64ce5778706694387874ed/h/i/hitachi_twin_tub_washing_machine_17kg_thailand_brown_-_ps-1700fj.jpg,https://blackbox.com.sa/en/hitachi-twin-tub-washing-machine-17kg-thailand-brown-ps-1700fj.html,"SAR3,396"
Panasonic,Large Appliances,"SAR2,999",NA-S056FR1,https://blackbox.com.sa/media/catalog/product/cache/0a223e35cc64ce5778706694387874ed/p/a/panasonic_front_load_washing_machine_10.5kg_dryer_6kg_100_silver_-_na-s056fr1.jpg,https://blackbox.com.sa/en/panasonic-front-load-washing-machine-10-5kg-dryer-6kg-100-silver-na-s056fr1.html,"SAR6,399"
Panasonic,Large Appliances,"SAR3,499",NR-BC833VSSA,https://blackbox.com.sa/media/catalog/product/cache/0a223e35cc64ce5778706694387874ed/p/a/panasonic_refrigerator_top_freezer_2doors_23ft_650ltr_inverter_gray_-_nr-bc833vssa.jpg,https://blackbox.com.sa/en/panasonic-refrigerator-top-freezer-2doors-23ft-650ltr-inverter-gray-nr-bc833vssa.html,"SAR5,399"
Midea,Air Conditioners & Accessories,"SAR2,349",WDV24CWG,https://blackbox.com.sa/media/catalog/product/cache/0a223e35cc64ce5778706694387874ed/m/i/midea_rotary_window_air_condition_20500btu_cold_only_deluxe_inverter_wg_-_wdv24cwg.jpg,https://blackbox.com.sa/en/midea-rotary-window-air-condition-20500btu-cold-only-deluxe-inverter-wg.html,"SAR3,475"
Midea,Air Conditioners & Accessories,"SAR2,049",WDV18HWG,https://blackbox.com.sa/media/catalog/product/cache/0a223e35cc64ce5778706694387874ed/m/i/midea_window_air_conditioner_17600btu_rotary_hotp_cold_inverter_-_wdv18hwg.3.jpg,https://blackbox.com.sa/en/midea-window-air-conditioner-17600btu-rotary-hotp-cold-inverter-wdv18hwg.html,"SAR2,749"
Mark,Small Kitchen Appliances,SAR969,MAV-2513,https://blackbox.com.sa/media/catalog/product/cache/0a223e35cc64ce5778706694387874ed/m/a/mark_oil_heater_2500w_13_fins_-_mav-2513.jpg,https://blackbox.com.sa/en/mark-oil-heater-2500w-13fins-germany.html,"SAR1,349"
VINCENTI,Small Kitchen Appliances,SAR519,VOT16L100,https://blackbox.com.sa/media/catalog/product/cache/0a223e35cc64ce5778706694387874ed/v/i/vincenti_electric_oven_100l_2800w_5_control_unit_grill_black_-_vot16l100.jpg,https://blackbox.com.sa/en/vincenti-electric-oven-100l-2800w-5control-unit-grill-black.html,SAR819
Midea,Large Appliances,"SAR1,799",HS-543C,https://blackbox.com.sa/media/catalog/product/cache/0a223e35cc64ce5778706694387874ed/m/i/midea_chest_freezer_14.8_ft_418_l_375_w_white_-_hs-543c.jpg,https://blackbox.com.sa/en/midea-chest-freezer-14-8-ft-418l-357w-white-hs-543c.html,"SAR2,519"
HItachi,Small Kitchen Appliances,SAR377,CV-100G SS220 PG,https://blackbox.com.sa/media/catalog/product/cache/0a223e35cc64ce5778706694387874ed/c/v/cv-100g_ss220_pg_-_blackbox.jpeg,https://blackbox.com.sa/en/hitachi-drum-vaccum-cleaner-7-5-l-t-1300-w-gray-cv-100g-ss220-pg.html,SAR466
Mark,Small Kitchen Appliances,SAR999,MVA-2515,https://blackbox.com.sa/media/catalog/product/cache/0a223e35cc64ce5778706694387874ed/m/v/mva-2515_-_blackbox.jpeg,https://blackbox.com.sa/en/mark-oil-heater-15-fins-2500-watt-germany-mva-2515.html,"SAR1,399"
Kenwood,Small Kitchen Appliances,SAR105,OWZJP01.AOBK,https://blackbox.com.sa/media/catalog/product/cache/0a223e35cc64ce5778706694387874ed/k/e/kenwood_electric_kettle_1.7_l_2200_w_black_-_owzjp01.aobk_-_blackbox.jpeg,https://blackbox.com.sa/en/kenwood-electric-kettle-1-7-l-2200-w-black-owzjp01-aobk.html,SAR139
Philips,Small Kitchen Appliances,SAR143,HD7462/20,https://blackbox.com.sa/media/catalog/product/cache/0a223e35cc64ce5778706694387874ed/p/h/philips_coffee_maker_black_-_hd746220_-_blackbox.jpeg,https://blackbox.com.sa/en/philips-coffee-maker-1000-w-1-2-l-black-hd7462-20.html,SAR249
Philips,Small Kitchen Appliances,SAR269,FC8293/61,https://blackbox.com.sa/media/catalog/product/cache/0a223e35cc64ce5778706694387874ed/p/h/philips_vacuum_cleaner_1800w_-_fc829361_-_blackbox.jpeg,https://blackbox.com.sa/en/philips-vacuum-cleaner-1800w-3-l-super-clean-air-filter-fc8293-61.html,SAR399
HItachi,Small Kitchen Appliances,SAR760,CV-960F SS220 BK,https://blackbox.com.sa/media/catalog/product/cache/0a223e35cc64ce5778706694387874ed/_/2/_21_2200_-_cv-960f_ss220_bk_--_1518111510000051-min.jpg,https://blackbox.com.sa/en/hitachi-vaccum-21l-t-2200w-cleaner-black-cv-960f-ss220-bk.html,SAR817
HItachi,Small Kitchen Appliances,SAR329,CV-W1600SS220PG,https://blackbox.com.sa/media/catalog/product/cache/0a223e35cc64ce5778706694387874ed/l/g/lg_xboom_80w_karaoke_usb_bluetooth_party_speaker_-_2024-05-21t100524.142.jpg,https://blackbox.com.sa/en/bissell-vacuum-cleaner-1000-watt-without-bag-black-2261e-2.html,SAR349
HELLER,Small Kitchen Appliances,SAR699,MAS2509,https://blackbox.com.sa/media/catalog/product/cache/0a223e35cc64ce5778706694387874ed/h/e/heller_oil_heater_9_fins_2000w_germany_-_mas2509.png,https://blackbox.com.sa/en/heller-oil-heater-9fins-2000w-germany.html,SAR799
Philips,Small Kitchen Appliances,SAR465,FC9570/62,https://blackbox.com.sa/media/catalog/product/cache/0a223e35cc64ce5778706694387874ed/p/h/philips_bagless_vacuum_cleaner_2000w_allergy_h13_filter_5000_series_-_fc957062.jpg,https://blackbox.com.sa/en/philips-bagless-vacuum-cleaner-2000w-allergy-h13-filter-5000series.html,SAR759
Arabic Electric Coffee Maker,Small Kitchen Appliances,SAR199,JLS-170E,https://blackbox.com.sa/media/catalog/product/cache/0a223e35cc64ce5778706694387874ed/_/1/_1_.jpg,https://blackbox.com.sa/en/arab-dalla-arabic-coffee-maker-jls-170e-stainless-steel.html,SAR259
Arrow,Large Appliances,SAR599,RO-220RDH,https://blackbox.com.sa/media/catalog/product/cache/0a223e35cc64ce5778706694387874ed/a/r/arrow_refrigerator_2_door_4.6ft_132l_white_-_ro-220rdh.jpg,https://blackbox.com.sa/en/arrow-refrigerator-2door-4-6ft-132l-white-ro-220rdh.html,SAR849
Arrow,Large Appliances,"SAR1,399",RO2-530NF,https://blackbox.com.sa/media/catalog/product/cache/0a223e35cc64ce5778706694387874ed/a/r/arrow_refrigerator_top_freezer_2_doors_11.7ft_330l_steam_silver_-_ro2-530nf.5.jpg,https://blackbox.com.sa/en/arrow-refrigerator-top-freezer-2doors-11-7ft-330l-steam-silver-ro2-530nf.html,"SAR1,799"
Arrow,Large Appliances,SAR649,RO-160F,https://blackbox.com.sa/media/catalog/product/cache/0a223e35cc64ce5778706694387874ed/a/r/arrow_chest_freezer_3.5_ft_100_l_white_-_ro-160f.3.jpg,https://blackbox.com.sa/en/arrow-chest-freezer-3-5ft-100l-white-ro-160f.html,SAR899
Arrow,Large Appliances,"SAR1,499",RO-500F,https://blackbox.com.sa/media/catalog/product/cache/0a223e35cc64ce5778706694387874ed/a/r/arrow_chest_freezer_13.4_ft_380_l_white_-_ro-500f.jpg,https://blackbox.com.sa/en/arrow-chest-freezer-13-4ft-380l-white-ro-500f.html,"SAR1,999"
BASIC,Large Appliances,SAR529,BW-TP600KS,https://blackbox.com.sa/media/catalog/product/cache/0a223e35cc64ce5778706694387874ed/b/a/basic_twin_tub_washing_machine_6_kg_white_-_bw-tp600ks.jpg,https://blackbox.com.sa/en/basic-twin-tub-washing-machine-6kg-white-bw-tp600ks.html,SAR799
BASIC,Large Appliances,SAR649,BW-TP800KS,https://blackbox.com.sa/media/catalog/product/cache/0a223e35cc64ce5778706694387874ed/b/a/basic_twin_tub_washing_machine_8_kg_white_-_bw-tp800ks.jpg,https://blackbox.com.sa/en/basic-twin-tub-washing-machine-8-kg-white-bw-tp800ks.html,SAR899
Midea,Air Conditioners & Accessories,"SAR1,899",WDV18CWG,https://blackbox.com.sa/media/catalog/product/cache/0a223e35cc64ce5778706694387874ed/m/i/midea_rotary_window_air_condition_18000btu_cold_only_deluxe_inverter_wg_-_wdv18cwg.jpg,https://blackbox.com.sa/en/midea-rotary-window-air-condition-18000btu-cold-only-deluxe-inverter-wg.html,"SAR2,549"
Gree,Air Conditioners & Accessories,"SAR1,499",GJC18AG-D3NMTG1J,https://blackbox.com.sa/media/catalog/product/cache/0a223e35cc64ce5778706694387874ed/g/r/gree_rotary_window_air_condition_18000btu_cold_only_save_energy_-_gjc18ag-d3nmtd6d.jpeg,https://blackbox.com.sa/en/gree-rotary-window-air-condition-18000btu-cold.html,"SAR1,899"
,,,,BASIC,Air Conditioners & Accessories,"SAR1,199",BWAC-H18CF,https://blackbox.com.sa/media/catalog/product/cache/0a223e35cc64ce5778706694387874ed/a/5/a54_-_2023-09-10t162851.418.jpg,https://blackbox.com.sa/en/basic-window-air-conditioner-18000-btu-cold-bwac-h18cf.html,"SAR1,849"
LG,Air Conditioners & Accessories,"SAR7,489",NT382H-NR0/UR0,https://blackbox.com.sa/media/catalog/product/cache/0a223e35cc64ce5778706694387874ed/l/g/lg_spilt_air_conditioner_30000btu_hot-cold_inverter-titan_gold_-_big_-nt382h-nr0ur0.jpg,https://blackbox.com.sa/en/lg-nt382h-nr0-ur0-30000-inverter-titan-gold-big.html,"SAR12,299"
Nikai,TV,SAR349,NPRTY1060,https://blackbox.com.sa/media/catalog/product/cache/0a223e35cc64ce5778706694387874ed/n/i/nikai_party_speakers_20000w_10.5_rechargeable_bluetooth_-_nprty1060_1.jpg,https://blackbox.com.sa/en/nikai-party-speakers-20000w-10-5-rechargeable-bluetooth-nprty1060.html,SAR699
Sony,TV,SAR669,HT-S20R,https://blackbox.com.sa/media/catalog/product/cache/0a223e35cc64ce5778706694387874ed/h/t/ht-s20r_-_blackbox_1.jpg,https://blackbox.com.sa/en/sony-5-1-channel-dolby-digital-soundbar-home-theater-system-with-bluetooth-400w-black-ht-s20r.html,SAR999
LG,TV,SAR349,XL2S,https://blackbox.com.sa/media/catalog/product/cache/0a223e35cc64ce5778706694387874ed/_/5/_53__1.jpg,https://blackbox.com.sa/en/lg-xboom-80w-karaoke-usb-bluetooth-party-speaker-xl2s.html,SAR699
Levore,Smartphones & Tablets,SAR99,LP311-BK,https://blackbox.com.sa/media/catalog/product/cache/0a223e35cc64ce5778706694387874ed/l/e/levore_2in1_magnetic_wireless_power_bank_10000mah_20w_pd_black_-_lp222-bk.1.jpg,https://blackbox.com.sa/en/levore-2in1-magnetic-wireless-power-bank-10000mah-20w-pd-black-lp311-bk.html,SAR189
Azom,Smartphones & Tablets,SAR59,Azom Buds 1,https://blackbox.com.sa/media/catalog/product/cache/0a223e35cc64ce5778706694387874ed/a/z/azom_buds1_smart_connection_touch_-_white.jpg,https://blackbox.com.sa/en/azom-buds1-smart-connection-touch-white.html,SAR119
Levore,Smartphones & Tablets,SAR99,LHB51-BK,https://blackbox.com.sa/media/catalog/product/cache/0a223e35cc64ce5778706694387874ed/l/e/levore_bluetooth_headphone_wireless_noise_cancelling_black_-_lhb51-bk.jpg,https://blackbox.com.sa/en/levore-bluetooth-headphone-wireless-noise-cancelling-black-lhb51-bk.html,SAR179
Levore,Smartphones & Tablets,SAR59,LEW22,https://blackbox.com.sa/media/catalog/product/cache/0a223e35cc64ce5778706694387874ed/l/e/levore_wired_earphones_pro_with_mfi_lightning_connector_1.2m_white_-_lew22_.jpg,https://blackbox.com.sa/en/levore-wired-earphones-pro-with-mfi-lightning-connector-1-2m-white-lew22.html,SAR109
Levore,Smartphones & Tablets,SAR69,LEB43-BK,https://blackbox.com.sa/media/catalog/product/cache/0a223e35cc64ce5778706694387874ed/l/e/levore_earphone_neckband_noise_cancellation_wireless_black_leb43-bk.1.jpg,https://blackbox.com.sa/en/levore-earphone-neckband-noise-cancellation-wireless-black-leb43-bk.html,SAR99
Mpow,Smartphones & Tablets,SAR99,BMBH480AB,https://blackbox.com.sa/media/catalog/product/cache/0a223e35cc64ce5778706694387874ed/m/p/mpow_earphone_mx1_tws_bluetooth_wireless_black.jpg,https://blackbox.com.sa/en/mpow-mx1-tws-bluetooth-earphone-wireless-black.html,SAR199
MagicBullet,Small Kitchen Appliances,SAR139,NB4-0612,https://blackbox.com.sa/media/catalog/product/cache/0a223e35cc64ce5778706694387874ed/n/b/nb4-0612_-_blackbox_4_.jpeg,https://blackbox.com.sa/en/magicbullet-400w-fruit-blender-with-6-pcs-multi-size-pieces-for-juice-and-nuts-steel-nb4-0612.html,SAR206
LG,Small Kitchen Appliances,SAR819,MS5696HIT,https://blackbox.com.sa/media/catalog/product/cache/0a223e35cc64ce5778706694387874ed/_/5/_56_-_1200_-_ms5696hit_--_1516111310000056-min.jpg,https://blackbox.com.sa/en/lg-microwave-neochef-56l-1200w-ms5696hit.html,"SAR1,499"
MagicBullet,Small Kitchen Appliances,SAR259,NBR-0812M,https://blackbox.com.sa/media/catalog/product/cache/0a223e35cc64ce5778706694387874ed/l/g/lg_xboom_80w_karaoke_usb_bluetooth_party_speaker_-_2024-05-21t095056.086.jpg,https://blackbox.com.sa/en/magicbullet-smoothie-maker-600-w-6-pc-set-grey-nbr-0812m.html,SAR401
DOTS,Small Kitchen Appliances,SAR79,NI-200SF,https://blackbox.com.sa/media/catalog/product/cache/0a223e35cc64ce5778706694387874ed/_/2/_2000_4_-_ni-200sf.jpeg,https://blackbox.com.sa/en/dots-electric-heater-rectangular-design-2000w-4-quartz-tube-switch-control-heating-ni-200sf.html,SAR99
Kenwood,Small Kitchen Appliances,SAR329,OWHFP30.000BK,https://blackbox.com.sa/media/catalog/product/cache/0a223e35cc64ce5778706694387874ed/k/e/kenwood_airfryer_capacity_-_owhfp30.000bk_-_blackbox.jpeg,https://blackbox.com.sa/en/kenwood-airfryer-capacity-3-8-l-1500-watts-60min-timer.html,SAR579
Philips,Small Kitchen Appliances,SAR99,GC1740/26,https://blackbox.com.sa/media/catalog/product/cache/0a223e35cc64ce5778706694387874ed/p/h/philips_steam_iron_2000w_220ml_90_g_steam_boost_anti-scale_-_gc174026.jpg,https://blackbox.com.sa/en/philips-steam-iron-2000w-220ml-90g-steam-boost-anti-scale.html,SAR159
Platinum,Large Appliances,"SAR1,049",MF-2000G,https://blackbox.com.sa/media/catalog/product/cache/0a223e35cc64ce5778706694387874ed/p/l/platinum_refrigerator_mini_showcase_1door_3.2_ft_92_l_4_shelves_gray_-_mf-2000g.jpg,https://blackbox.com.sa/en/platinum-refrigerator-mini-showcase-1door-3-2ft-92l-4shelves-gray-mf-2000g.html,"SAR1,449"
Nikai,Large Appliances,"SAR3,749",NWM07000TK23,https://blackbox.com.sa/media/catalog/product/cache/0a223e35cc64ce5778706694387874ed/l/g/lg_xboom_80w_karaoke_usb_bluetooth_party_speaker_-_2024-05-23t115249.260.jpg,https://blackbox.com.sa/en/nikai-top-load-automatic-washing-machine-7kg-capacity-clear-lid-with-pump-silver-nwm07000tk23.html,"SAR7,299"
Nikai,Large Appliances,"SAR2,449",NWM600TK23N,https://blackbox.com.sa/media/catalog/product/cache/0a223e35cc64ce5778706694387874ed/l/g/lg_xboom_80w_karaoke_usb_bluetooth_party_speaker_-_2024-05-23t130436.211.jpg,https://blackbox.com.sa/en/nikai-top-loading-washing-machine-6-kg-capacity-digital-display-magic-filter-stainless-steel-tub-silver-nwm600tk23n.html,"SAR4,289"
Nikai,Large Appliances,SAR799,NWM1300SPN24,https://blackbox.com.sa/media/catalog/product/cache/0a223e35cc64ce5778706694387874ed/l/g/lg_xboom_80w_karaoke_usb_bluetooth_party_speaker_-_2024-05-23t131439.842.jpg,https://blackbox.com.sa/en/nikai-home-twin-tub-washing-machine-12-kg-plastic-body-with-shock-resistant-design-white-nwm1300spn24.html,"SAR1,099"
Nikai,Large Appliances,SAR599,NWM1000SPN24,https://blackbox.com.sa/media/catalog/product/cache/0a223e35cc64ce5778706694387874ed/l/g/lg_xboom_80w_karaoke_usb_bluetooth_party_speaker_-_2024-05-23t134319.249.jpg,https://blackbox.com.sa/en/nikai-home-twin-tub-washing-machine-9-kg-auto-sensor-and-fast-wash-control-white-nwm1000spn24.html,SAR799
Nikai,Large Appliances,SAR549,NWM0800SPN24,https://blackbox.com.sa/media/catalog/product/cache/0a223e35cc64ce5778706694387874ed/n/i/nikai_twin_tub_washing_machine_6_kg_shock_resistant_design_white_-_nwm0800spn24.jpg,https://blackbox.com.sa/en/nikai-twin-tub-washing-machine-6-kg-capacity-silent-operation-plastic-body-with-shock-resistant-design-white-nwm0800spn24.html,SAR749
LG,Air Conditioners & Accessories,"SAR6,529",NT382C-NR0/UR0,https://blackbox.com.sa/media/catalog/product/cache/0a223e35cc64ce5778706694387874ed/l/g/lg_spilt_air_conditioner_30000btu_cold_only_inverter-titan_gold_-_big_-_nt382c-nr0ur0.jpg,https://blackbox.com.sa/en/lg-nt382c-nr0-ur0-30000-inverter-titan-gold-big.html,"SAR10,809"
MANDO,Air Conditioners & Accessories,"SAR1,349",W21-18C,https://blackbox.com.sa/media/catalog/product/cache/0a223e35cc64ce5778706694387874ed/m/a/mando_rotary_window_air_conditioner_18000btu_cold_only_-_w21-18c.jpeg,https://blackbox.com.sa/en/mando-rotary-window-air-conditioner-18000btu-cold-only.html,"SAR1,599"
General,Air Conditioners & Accessories,"SAR4,550",ASSH18CXTA/AOSH18CXTA,https://blackbox.com.sa/media/catalog/product/cache/0a223e35cc64ce5778706694387874ed/g/e/general_split_air_conditioner_18000btu_cold_inverter_thailand_-_assh18cxta_aosh18cxta.jpg,https://blackbox.com.sa/en/general-split-air-conditioner-18000btu-cold-only-inverter-thailand.html,"SAR5,749"
Fuji,Air Conditioners & Accessories,"SAR4,599",RSH18CXTA-S/ROH18CXTA-S,https://blackbox.com.sa/media/catalog/product/cache/0a223e35cc64ce5778706694387874ed/f/u/fuji_split_air_conditioner_18000_btu_energy_saver_cold_only_thailand.jpeg,https://blackbox.com.sa/en/fuji-split-air-conditioner-18000btu-energy-saver-cold-only-thailand.html,"SAR6,399"
Gree,Air Conditioners & Accessories,"SAR4,549",GWH30AGE-D3NTA1A/I/O,https://blackbox.com.sa/media/catalog/product/cache/0a223e35cc64ce5778706694387874ed/g/w/gwc12agc-d3nta1a_i_o_-_blackbox_1_1_1_1_1_1_1.jpeg,https://blackbox.com.sa/en/gree-split-air-conditioner-polar-2020-27200-btu-hot-cool-wifi-energy-saver-freon410-gwh30age-d3nta1a-i-o-installation-service-available-below-only-available-for-riyadh.html,"SAR6,300"
Fuji,Air Conditioners & Accessories,"SAR7,999",RSH30CXTA-S/ROH30CXTA-S,https://blackbox.com.sa/media/catalog/product/cache/0a223e35cc64ce5778706694387874ed/f/u/fuji_split_air_conditioner_28000_btu_energy_saver_cold_only_thailand.jpeg,https://blackbox.com.sa/en/fuji-split-air-conditioner-28000btu-energy-saver-cold-only-thailand.html,"SAR10,925"
MANDO,Air Conditioners & Accessories,"SAR4,399",MP-SER-36H,https://blackbox.com.sa/media/catalog/product/cache/0a223e35cc64ce5778706694387874ed/m/a/mando_plus_split_air_conditioner_31400btu_hot-cold_-_mp-ser-36h.jpeg,https://blackbox.com.sa/en/mando-plus-split-air-conditioner-31400btu-hot-cold.html,"SAR5,499"
General,Air Conditioners & Accessories,"SAR4,299",ASSA18UUTA/AOSA18UUTAH,https://blackbox.com.sa/media/catalog/product/cache/0a223e35cc64ce5778706694387874ed/g/e/general_split_air_conditioner_19000btu_hot-_cold_thailand_-_assa18uuta_aosa18uutah.jpg,https://blackbox.com.sa/en/general-split-air-conditioner-19000btu-hot-cold-thailand.html,"SAR5,499"
MANDO,Air Conditioners & Accessories,"SAR4,249",MP-SER-36C,https://blackbox.com.sa/media/catalog/product/cache/0a223e35cc64ce5778706694387874ed/m/a/mando_plus_split_air_conditioner_31400btu_cold_only_-_mp-ser-36c_1.jpeg,https://blackbox.com.sa/en/mando-plus-split-air-conditioner-31400btu-cold-only.html,"SAR5,299"
Sony,TV,SAR399,HT-S100F,https://blackbox.com.sa/media/catalog/product/cache/0a223e35cc64ce5778706694387874ed/1/5/1522540269_1391693.jpg,https://blackbox.com.sa/en/sony-sound-bar-2ch-single-soundbar-with-bluetoothr-technology-ht-s100f.html,SAR449
Raudi,TV,SAR549,CURVED75-160,https://blackbox.com.sa/media/catalog/product/cache/0a223e35cc64ce5778706694387874ed/t/v/tv_table_without_stand_walnut_-_curved75-160_-_blackbox.jpeg,https://blackbox.com.sa/en/tv-table-for-tv-43inch-cr-43-130h-16.html,"SAR1,099"
Hamood,TV,Not available,Ham-888,https://blackbox.com.sa/media/catalog/product/cache/0a223e35cc64ce5778706694387874ed/h/a/ham-888.jpg,https://blackbox.com.sa/en/hamood-television-wall-mount-32-70-inch-ham-888.html,Not available
Hamood,TV,Not available,Ham-901,https://blackbox.com.sa/media/catalog/product/cache/0a223e35cc64ce5778706694387874ed/h/a/hamood_wall_stand_from_37_inch_to_85_inch_-_ham-901.jpeg,https://blackbox.com.sa/en/wall-stand-from-37-inch-to-85-inch-ham-901.html,Not available
Samsung,TV,"SAR28,999",QA98QN90AAUXUM,https://blackbox.com.sa/media/catalog/product/cache/0a223e35cc64ce5778706694387874ed/s/a/samsung_neo_qled_tv_98_inch_smart_4k_uhd_processor_series_9_hdr10_-_qa98qn90aauxum_1.jpg,https://blackbox.com.sa/en/samsung-neo-qled-tv-98inch-smart-4k-uhd-processor-series9-hdr10-1.html,"SAR89,999"
Samsung,TV,"SAR3,599",QA65Q70CAUXSA,https://blackbox.com.sa/media/catalog/product/cache/0a223e35cc64ce5778706694387874ed/s/a/samsung_qled_tv_65inch_smart_quantum_hdr_4k_-_qa65q70cauxsa.jpg,https://blackbox.com.sa/en/samsung-qled-tv-65inch-smart-quantum-hdr-4k.html,"SAR8,799"
Levore,Smartphones & Tablets,SAR89,LGW521-GY,https://blackbox.com.sa/media/catalog/product/cache/0a223e35cc64ce5778706694387874ed/l/e/levore_wall_charger_gan_65w_2-port_pd_fast_charging_gray_-_lgw521-gy.jpg,https://blackbox.com.sa/en/levore-wall-charger-gan-65w-2-port-pd-fast-charging-gray-lgw521-gy.html,SAR129
